B_digital_(T)	B_analog_(T)	T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
2.00142E+0	1.94970E+0	2.99576E+2	2.99308E+2	9.99986E-5	1.40286E-5	1.40288E-1
1.99643E+0	1.95023E+0	2.99582E+2	2.99311E+2	9.99986E-5	1.38037E-5	1.38039E-1
1.98568E+0	1.95022E+0	2.99588E+2	2.99315E+2	9.99986E-5	1.35866E-5	1.35868E-1
1.97333E+0	1.94935E+0	2.99594E+2	2.99319E+2	9.99986E-5	1.39893E-5	1.39895E-1
1.96127E+0	1.94645E+0	2.99603E+2	2.99322E+2	9.99986E-5	1.39672E-5	1.39674E-1
1.94814E+0	1.93851E+0	2.99611E+2	2.99325E+2	9.99985E-5	1.39516E-5	1.39518E-1
1.93560E+0	1.92651E+0	2.99617E+2	2.99330E+2	9.99985E-5	1.42270E-5	1.42273E-1
1.92267E+0	1.91327E+0	2.99622E+2	2.99333E+2	9.99985E-5	1.40849E-5	1.40851E-1
1.90994E+0	1.90024E+0	2.99628E+2	2.99336E+2	9.99985E-5	1.40224E-5	1.40226E-1
1.89817E+0	1.88757E+0	2.99637E+2	2.99339E+2	9.99984E-5	1.40504E-5	1.40507E-1
1.88516E+0	1.87506E+0	2.99647E+2	2.99341E+2	9.99985E-5	1.42781E-5	1.42783E-1
1.87205E+0	1.86262E+0	2.99654E+2	2.99343E+2	9.99985E-5	1.41324E-5	1.41327E-1
1.85912E+0	1.85024E+0	2.99664E+2	2.99348E+2	9.99985E-5	1.36916E-5	1.36918E-1
1.84701E+0	1.83779E+0	2.99676E+2	2.99352E+2	9.99984E-5	1.37200E-5	1.37202E-1
1.83424E+0	1.82546E+0	2.99687E+2	2.99356E+2	9.99984E-5	1.39290E-5	1.39293E-1
1.82156E+0	1.81322E+0	2.99697E+2	2.99360E+2	9.99983E-5	1.38913E-5	1.38915E-1
1.80929E+0	1.80082E+0	2.99708E+2	2.99365E+2	9.99984E-5	1.39101E-5	1.39103E-1
1.79667E+0	1.78847E+0	2.99723E+2	2.99370E+2	9.99984E-5	1.40622E-5	1.40624E-1
1.78383E+0	1.77613E+0	2.99741E+2	2.99375E+2	9.99983E-5	1.40874E-5	1.40877E-1
1.77062E+0	1.76376E+0	2.99754E+2	2.99382E+2	9.99984E-5	1.40576E-5	1.40578E-1
1.75812E+0	1.75140E+0	2.99769E+2	2.99388E+2	9.99984E-5	1.41699E-5	1.41701E-1
1.74666E+0	1.73889E+0	2.99783E+2	2.99392E+2	9.99985E-5	1.39145E-5	1.39147E-1
1.73372E+0	1.72650E+0	2.99795E+2	2.99399E+2	9.99986E-5	1.38067E-5	1.38069E-1
1.72080E+0	1.71417E+0	2.99812E+2	2.99405E+2	9.99985E-5	1.37637E-5	1.37639E-1
1.70790E+0	1.70179E+0	2.99830E+2	2.99410E+2	9.99986E-5	1.38507E-5	1.38509E-1
1.69487E+0	1.68945E+0	2.99846E+2	2.99418E+2	9.99986E-5	1.41294E-5	1.41296E-1
1.68156E+0	1.67701E+0	2.99861E+2	2.99425E+2	9.99985E-5	1.40751E-5	1.40753E-1
1.66881E+0	1.66465E+0	2.99879E+2	2.99431E+2	9.99985E-5	1.38916E-5	1.38918E-1
1.65765E+0	1.65226E+0	2.99894E+2	2.99439E+2	9.99985E-5	1.38637E-5	1.38639E-1
1.64466E+0	1.63987E+0	2.99910E+2	2.99448E+2	9.99986E-5	1.42841E-5	1.42843E-1
1.63164E+0	1.62742E+0	2.99929E+2	2.99455E+2	9.99985E-5	1.42567E-5	1.42569E-1
1.61854E+0	1.61496E+0	2.99942E+2	2.99464E+2	9.99984E-5	1.39033E-5	1.39035E-1
1.60608E+0	1.60269E+0	2.99956E+2	2.99474E+2	9.99985E-5	1.38346E-5	1.38348E-1
1.59453E+0	1.59035E+0	2.99970E+2	2.99482E+2	9.99985E-5	1.38697E-5	1.38699E-1
1.58154E+0	1.57794E+0	2.99983E+2	2.99491E+2	9.99985E-5	1.39436E-5	1.39439E-1
1.56795E+0	1.56558E+0	2.99996E+2	2.99500E+2	9.99986E-5	1.39214E-5	1.39216E-1
1.55471E+0	1.55321E+0	3.00008E+2	2.99507E+2	9.99985E-5	1.37651E-5	1.37653E-1
1.54271E+0	1.54076E+0	3.00017E+2	2.99517E+2	9.99985E-5	1.38157E-5	1.38159E-1
1.52998E+0	1.52842E+0	3.00026E+2	2.99528E+2	9.99985E-5	1.38949E-5	1.38951E-1
1.51745E+0	1.51618E+0	3.00035E+2	2.99537E+2	9.99985E-5	1.39936E-5	1.39938E-1
1.50553E+0	1.50372E+0	3.00045E+2	2.99545E+2	9.99985E-5	1.38803E-5	1.38805E-1
1.49240E+0	1.49133E+0	3.00050E+2	2.99554E+2	9.99986E-5	1.37996E-5	1.37997E-1
1.47983E+0	1.47902E+0	3.00052E+2	2.99563E+2	9.99985E-5	1.39482E-5	1.39485E-1
1.46667E+0	1.46660E+0	3.00055E+2	2.99571E+2	9.99984E-5	1.41904E-5	1.41906E-1
1.45383E+0	1.45421E+0	3.00057E+2	2.99578E+2	9.99985E-5	1.41489E-5	1.41491E-1
1.44211E+0	1.44186E+0	3.00059E+2	2.99584E+2	9.99986E-5	1.40425E-5	1.40427E-1
1.42965E+0	1.42955E+0	3.00060E+2	2.99591E+2	9.99986E-5	1.40138E-5	1.40140E-1
1.41671E+0	1.41723E+0	3.00057E+2	2.99597E+2	9.99986E-5	1.40395E-5	1.40397E-1
1.40307E+0	1.40486E+0	3.00054E+2	2.99602E+2	9.99984E-5	1.41109E-5	1.41112E-1
1.39072E+0	1.39236E+0	3.00050E+2	2.99608E+2	9.99983E-5	1.41049E-5	1.41051E-1
1.37875E+0	1.37998E+0	3.00043E+2	2.99613E+2	9.99984E-5	1.44422E-5	1.44424E-1
1.36556E+0	1.36769E+0	3.00038E+2	2.99618E+2	9.99985E-5	1.42448E-5	1.42450E-1
1.35292E+0	1.35533E+0	3.00032E+2	2.99623E+2	9.99985E-5	1.39062E-5	1.39064E-1
1.34026E+0	1.34301E+0	3.00024E+2	2.99627E+2	9.99985E-5	1.39969E-5	1.39971E-1
1.32773E+0	1.33069E+0	3.00016E+2	2.99630E+2	9.99984E-5	1.39018E-5	1.39020E-1
1.31572E+0	1.31820E+0	3.00006E+2	2.99632E+2	9.99983E-5	1.38290E-5	1.38292E-1
1.30295E+0	1.30580E+0	2.99997E+2	2.99634E+2	9.99983E-5	1.38705E-5	1.38707E-1
1.29028E+0	1.29356E+0	2.99986E+2	2.99638E+2	9.99984E-5	1.37102E-5	1.37105E-1
1.27723E+0	1.28109E+0	2.99973E+2	2.99639E+2	9.99985E-5	1.38040E-5	1.38042E-1
1.26450E+0	1.26868E+0	2.99961E+2	2.99641E+2	9.99984E-5	1.39452E-5	1.39454E-1
1.25186E+0	1.25637E+0	2.99947E+2	2.99641E+2	9.99985E-5	1.38638E-5	1.38640E-1
1.23942E+0	1.24410E+0	2.99932E+2	2.99640E+2	9.99986E-5	1.39200E-5	1.39202E-1
1.22690E+0	1.23188E+0	2.99918E+2	2.99641E+2	9.99985E-5	1.40875E-5	1.40877E-1
1.21380E+0	1.21948E+0	2.99901E+2	2.99639E+2	9.99984E-5	1.42361E-5	1.42363E-1
1.20136E+0	1.20703E+0	2.99884E+2	2.99638E+2	9.99985E-5	1.41274E-5	1.41277E-1
1.18847E+0	1.19470E+0	2.99867E+2	2.99637E+2	9.99985E-5	1.40806E-5	1.40808E-1
1.17564E+0	1.18243E+0	2.99850E+2	2.99635E+2	9.99985E-5	1.40464E-5	1.40466E-1
1.16350E+0	1.17013E+0	2.99831E+2	2.99634E+2	9.99985E-5	1.39083E-5	1.39085E-1
1.15092E+0	1.15766E+0	2.99812E+2	2.99630E+2	9.99985E-5	1.40765E-5	1.40767E-1
1.13842E+0	1.14522E+0	2.99794E+2	2.99625E+2	9.99985E-5	1.41006E-5	1.41008E-1
1.12517E+0	1.13281E+0	2.99775E+2	2.99621E+2	9.99985E-5	1.42023E-5	1.42026E-1
1.11261E+0	1.12047E+0	2.99756E+2	2.99616E+2	9.99985E-5	1.41944E-5	1.41946E-1
1.09980E+0	1.10815E+0	2.99735E+2	2.99611E+2	9.99986E-5	1.39960E-5	1.39962E-1
1.08690E+0	1.09586E+0	2.99717E+2	2.99607E+2	9.99985E-5	1.40597E-5	1.40599E-1
1.07441E+0	1.08354E+0	2.99697E+2	2.99603E+2	9.99985E-5	1.40916E-5	1.40918E-1
1.06164E+0	1.07119E+0	2.99677E+2	2.99597E+2	9.99986E-5	1.40250E-5	1.40252E-1
1.04919E+0	1.05880E+0	2.99657E+2	2.99591E+2	9.99986E-5	1.39808E-5	1.39810E-1
1.03659E+0	1.04652E+0	2.99634E+2	2.99583E+2	9.99985E-5	1.40161E-5	1.40163E-1
1.02404E+0	1.03431E+0	2.99613E+2	2.99576E+2	9.99985E-5	1.39999E-5	1.40001E-1
1.01175E+0	1.02181E+0	2.99591E+2	2.99568E+2	9.99986E-5	1.40180E-5	1.40182E-1
9.98816E-1	1.00911E+0	2.99571E+2	2.99561E+2	9.99985E-5	1.41546E-5	1.41548E-1
9.86157E-1	9.96218E-1	2.99553E+2	2.99552E+2	9.99984E-5	1.41965E-5	1.41967E-1
9.73043E-1	9.83349E-1	2.99531E+2	2.99545E+2	9.99985E-5	1.40522E-5	1.40524E-1
9.60337E-1	9.70497E-1	2.99510E+2	2.99536E+2	9.99985E-5	1.39706E-5	1.39709E-1
9.47805E-1	9.57668E-1	2.99491E+2	2.99526E+2	9.99984E-5	1.39383E-5	1.39386E-1
9.35210E-1	9.44769E-1	2.99469E+2	2.99517E+2	9.99985E-5	1.40212E-5	1.40214E-1
9.23059E-1	9.31859E-1	2.99448E+2	2.99509E+2	9.99985E-5	1.41576E-5	1.41579E-1
9.10149E-1	9.19226E-1	2.99430E+2	2.99501E+2	9.99985E-5	1.40754E-5	1.40757E-1
8.97438E-1	9.06546E-1	2.99411E+2	2.99491E+2	9.99985E-5	1.40487E-5	1.40490E-1
8.84720E-1	8.93788E-1	2.99394E+2	2.99481E+2	9.99985E-5	1.42013E-5	1.42015E-1
8.71900E-1	8.81185E-1	2.99375E+2	2.99470E+2	9.99985E-5	1.41156E-5	1.41158E-1
8.59675E-1	8.68693E-1	2.99352E+2	2.99459E+2	9.99986E-5	1.40426E-5	1.40428E-1
8.47333E-1	8.56097E-1	2.99333E+2	2.99449E+2	9.99985E-5	1.40632E-5	1.40634E-1
8.34449E-1	8.43527E-1	2.99318E+2	2.99439E+2	9.99984E-5	1.40265E-5	1.40267E-1
8.21294E-1	8.31120E-1	2.99302E+2	2.99429E+2	9.99984E-5	1.39572E-5	1.39575E-1
8.08864E-1	8.18572E-1	2.99286E+2	2.99419E+2	9.99985E-5	1.39593E-5	1.39595E-1
7.96055E-1	8.06119E-1	2.99269E+2	2.99411E+2	9.99986E-5	1.39693E-5	1.39695E-1
7.83316E-1	7.93796E-1	2.99252E+2	2.99401E+2	9.99985E-5	1.40666E-5	1.40669E-1
7.71575E-1	7.81426E-1	2.99238E+2	2.99390E+2	9.99985E-5	1.39094E-5	1.39096E-1
7.58765E-1	7.68965E-1	2.99222E+2	2.99378E+2	9.99985E-5	1.39606E-5	1.39608E-1
7.45984E-1	7.56625E-1	2.99209E+2	2.99369E+2	9.99985E-5	1.41322E-5	1.41324E-1
7.32811E-1	7.44327E-1	2.99197E+2	2.99360E+2	9.99985E-5	1.40528E-5	1.40530E-1
7.20141E-1	7.32002E-1	2.99186E+2	2.99350E+2	9.99984E-5	1.41324E-5	1.41326E-1
7.08130E-1	7.19794E-1	2.99172E+2	2.99340E+2	9.99985E-5	1.42449E-5	1.42451E-1
6.95406E-1	7.07495E-1	2.99158E+2	2.99330E+2	9.99985E-5	1.41025E-5	1.41027E-1
6.82495E-1	6.95174E-1	2.99147E+2	2.99322E+2	9.99984E-5	1.41856E-5	1.41858E-1
6.69653E-1	6.82907E-1	2.99137E+2	2.99312E+2	9.99984E-5	1.42076E-5	1.42078E-1
6.57142E-1	6.70795E-1	2.99126E+2	2.99301E+2	9.99985E-5	1.42247E-5	1.42249E-1
6.44390E-1	6.58561E-1	2.99117E+2	2.99292E+2	9.99985E-5	1.42326E-5	1.42328E-1
6.31935E-1	6.46334E-1	2.99110E+2	2.99283E+2	9.99985E-5	1.40458E-5	1.40460E-1
6.19643E-1	6.34239E-1	2.99103E+2	2.99275E+2	9.99985E-5	1.39962E-5	1.39964E-1
6.06179E-1	6.22110E-1	2.99096E+2	2.99267E+2	9.99985E-5	1.40303E-5	1.40305E-1
5.93561E-1	6.09827E-1	2.99090E+2	2.99258E+2	9.99986E-5	1.40538E-5	1.40540E-1
5.81074E-1	5.97626E-1	2.99081E+2	2.99249E+2	9.99985E-5	1.41915E-5	1.41917E-1
5.68236E-1	5.85564E-1	2.99076E+2	2.99241E+2	9.99984E-5	1.42303E-5	1.42305E-1
5.55906E-1	5.73449E-1	2.99075E+2	2.99234E+2	9.99984E-5	1.41654E-5	1.41656E-1
5.43019E-1	5.61314E-1	2.99072E+2	2.99224E+2	9.99986E-5	1.42822E-5	1.42825E-1
5.30639E-1	5.49036E-1	2.99068E+2	2.99217E+2	9.99984E-5	1.43999E-5	1.44002E-1
5.17939E-1	5.36877E-1	2.99065E+2	2.99210E+2	9.99984E-5	1.42088E-5	1.42090E-1
5.04836E-1	5.24859E-1	2.99062E+2	2.99204E+2	9.99986E-5	1.41374E-5	1.41376E-1
4.92245E-1	5.12694E-1	2.99062E+2	2.99198E+2	9.99986E-5	1.42169E-5	1.42170E-1
4.79563E-1	5.00429E-1	2.99062E+2	2.99191E+2	9.99985E-5	1.42223E-5	1.42225E-1
4.67317E-1	4.88260E-1	2.99061E+2	2.99186E+2	9.99985E-5	1.41920E-5	1.41922E-1
4.54730E-1	4.76069E-1	2.99062E+2	2.99180E+2	9.99984E-5	1.41309E-5	1.41311E-1
4.41814E-1	4.63840E-1	2.99062E+2	2.99174E+2	9.99984E-5	1.41145E-5	1.41147E-1
4.28587E-1	4.51677E-1	2.99064E+2	2.99169E+2	9.99985E-5	1.42519E-5	1.42521E-1
4.15749E-1	4.39521E-1	2.99068E+2	2.99163E+2	9.99985E-5	1.43087E-5	1.43089E-1
4.03552E-1	4.27315E-1	2.99071E+2	2.99158E+2	9.99984E-5	1.42137E-5	1.42139E-1
3.91035E-1	4.15138E-1	2.99075E+2	2.99154E+2	9.99984E-5	1.42509E-5	1.42511E-1
3.78185E-1	4.03028E-1	2.99081E+2	2.99151E+2	9.99985E-5	1.42128E-5	1.42130E-1
3.65222E-1	3.90719E-1	2.99085E+2	2.99147E+2	9.99985E-5	1.42002E-5	1.42004E-1
3.52814E-1	3.78730E-1	2.99092E+2	2.99144E+2	9.99985E-5	1.42241E-5	1.42243E-1
3.40209E-1	3.66176E-1	2.99100E+2	2.99141E+2	9.99985E-5	1.42840E-5	1.42842E-1
3.27504E-1	3.53406E-1	2.99106E+2	2.99140E+2	9.99986E-5	1.42407E-5	1.42409E-1
3.15060E-1	3.41121E-1	2.99114E+2	2.99138E+2	9.99984E-5	1.42305E-5	1.42307E-1
3.02674E-1	3.28868E-1	2.99123E+2	2.99136E+2	9.99984E-5	1.42228E-5	1.42230E-1
2.89803E-1	3.16599E-1	2.99131E+2	2.99133E+2	9.99985E-5	1.41933E-5	1.41935E-1
2.77354E-1	3.04214E-1	2.99139E+2	2.99132E+2	9.99985E-5	1.42115E-5	1.42117E-1
2.64582E-1	2.91837E-1	2.99148E+2	2.99132E+2	9.99985E-5	1.42198E-5	1.42200E-1
2.52174E-1	2.79470E-1	2.99159E+2	2.99131E+2	9.99985E-5	1.42935E-5	1.42937E-1
2.39075E-1	2.67173E-1	2.99168E+2	2.99131E+2	9.99985E-5	1.43253E-5	1.43255E-1
2.26149E-1	2.54848E-1	2.99179E+2	2.99131E+2	9.99985E-5	1.42164E-5	1.42166E-1
2.13283E-1	2.42410E-1	2.99188E+2	2.99130E+2	9.99986E-5	1.41915E-5	1.41917E-1
2.00832E-1	2.29825E-1	2.99198E+2	2.99131E+2	9.99985E-5	1.42959E-5	1.42961E-1
1.88521E-1	2.17308E-1	2.99210E+2	2.99132E+2	9.99985E-5	1.42642E-5	1.42644E-1
1.75908E-1	2.04901E-1	2.99221E+2	2.99132E+2	9.99985E-5	1.42017E-5	1.42019E-1
1.63091E-1	1.92347E-1	2.99231E+2	2.99132E+2	9.99985E-5	1.42161E-5	1.42163E-1
1.50447E-1	1.79803E-1	2.99239E+2	2.99134E+2	9.99985E-5	1.41978E-5	1.41980E-1
1.37605E-1	1.67253E-1	2.99252E+2	2.99137E+2	9.99984E-5	1.42323E-5	1.42325E-1
1.25251E-1	1.54613E-1	2.99265E+2	2.99139E+2	9.99985E-5	1.42041E-5	1.42043E-1
1.12572E-1	1.42144E-1	2.99276E+2	2.99141E+2	9.99985E-5	1.41926E-5	1.41928E-1
9.98756E-2	1.29632E-1	2.99285E+2	2.99142E+2	9.99985E-5	1.41976E-5	1.41978E-1
8.76382E-2	1.17201E-1	2.99295E+2	2.99144E+2	9.99985E-5	1.42248E-5	1.42250E-1
7.47467E-2	1.04755E-1	2.99307E+2	2.99147E+2	9.99985E-5	1.43006E-5	1.43008E-1
6.20487E-2	9.21009E-2	2.99319E+2	2.99149E+2	9.99985E-5	1.43144E-5	1.43146E-1
4.94036E-2	7.95111E-2	2.99331E+2	2.99152E+2	9.99985E-5	1.42547E-5	1.42549E-1
3.64108E-2	6.68099E-2	2.99341E+2	2.99155E+2	9.99984E-5	1.42117E-5	1.42119E-1
2.35487E-2	5.41378E-2	2.99352E+2	2.99158E+2	9.99984E-5	1.41590E-5	1.41592E-1
1.13477E-2	4.18304E-2	2.99362E+2	2.99161E+2	9.99984E-5	1.42465E-5	1.42467E-1
3.50685E-3	3.00586E-2	2.99369E+2	2.99165E+2	9.99984E-5	1.43147E-5	1.43149E-1
9.50000E-4	2.04149E-2	2.99381E+2	2.99170E+2	9.99984E-5	1.42322E-5	1.42324E-1
6.84073E-4	1.40365E-2	2.99392E+2	2.99174E+2	9.99984E-5	1.42736E-5	1.42738E-1
4.70000E-4	1.02310E-2	2.99402E+2	2.99177E+2	9.99985E-5	1.41907E-5	1.41909E-1
7.63558E-4	8.28770E-3	2.99411E+2	2.99180E+2	9.99985E-5	1.41673E-5	1.41675E-1
4.70000E-4	7.35621E-3	2.99420E+2	2.99184E+2	9.99985E-5	1.42425E-5	1.42428E-1
-6.66298E-3	6.48330E-3	2.99429E+2	2.99188E+2	9.99985E-5	1.42658E-5	1.42660E-1
-1.62282E-2	4.39818E-3	2.99437E+2	2.99191E+2	9.99986E-5	1.42614E-5	1.42616E-1
-2.89492E-2	-1.39821E-3	2.99447E+2	2.99194E+2	9.99985E-5	1.42425E-5	1.42427E-1
-4.21486E-2	-1.13470E-2	2.99458E+2	2.99198E+2	9.99985E-5	1.42579E-5	1.42581E-1
-5.42062E-2	-2.30675E-2	2.99466E+2	2.99202E+2	9.99985E-5	1.43369E-5	1.43371E-1
-6.65200E-2	-3.47987E-2	2.99474E+2	2.99207E+2	9.99985E-5	1.43430E-5	1.43432E-1
-7.96955E-2	-4.68572E-2	2.99482E+2	2.99211E+2	9.99986E-5	1.43068E-5	1.43070E-1
-9.26542E-2	-5.94388E-2	2.99493E+2	2.99215E+2	9.99985E-5	1.43410E-5	1.43412E-1
-1.05351E-1	-7.21652E-2	2.99502E+2	2.99218E+2	9.99985E-5	1.43620E-5	1.43622E-1
-1.17930E-1	-8.49824E-2	2.99509E+2	2.99222E+2	9.99985E-5	1.44166E-5	1.44168E-1
-1.30110E-1	-9.75347E-2	2.99518E+2	2.99229E+2	9.99985E-5	1.43295E-5	1.43297E-1
-1.43097E-1	-1.10023E-1	2.99526E+2	2.99233E+2	9.99984E-5	1.42309E-5	1.42311E-1
-1.56544E-1	-1.22628E-1	2.99535E+2	2.99238E+2	9.99985E-5	1.41949E-5	1.41951E-1
-1.68443E-1	-1.35105E-1	2.99542E+2	2.99242E+2	9.99985E-5	1.41836E-5	1.41838E-1
-1.80798E-1	-1.47313E-1	2.99549E+2	2.99246E+2	9.99984E-5	1.42501E-5	1.42504E-1
-1.93204E-1	-1.59455E-1	2.99556E+2	2.99250E+2	9.99984E-5	1.42487E-5	1.42489E-1
-2.06029E-1	-1.71454E-1	2.99561E+2	2.99254E+2	9.99986E-5	1.43233E-5	1.43236E-1
-2.18875E-1	-1.83265E-1	2.99567E+2	2.99260E+2	9.99985E-5	1.43029E-5	1.43031E-1
-2.31408E-1	-1.95192E-1	2.99571E+2	2.99265E+2	9.99984E-5	1.42758E-5	1.42760E-1
-2.44386E-1	-2.07236E-1	2.99574E+2	2.99268E+2	9.99985E-5	1.43397E-5	1.43400E-1
-2.57183E-1	-2.19327E-1	2.99578E+2	2.99273E+2	9.99985E-5	1.43591E-5	1.43593E-1
-2.69652E-1	-2.31733E-1	2.99582E+2	2.99276E+2	9.99984E-5	1.43154E-5	1.43157E-1
-2.82367E-1	-2.44218E-1	2.99585E+2	2.99278E+2	9.99984E-5	1.43468E-5	1.43470E-1
-2.95056E-1	-2.56815E-1	2.99587E+2	2.99282E+2	9.99984E-5	1.43807E-5	1.43809E-1
-3.07693E-1	-2.69454E-1	2.99589E+2	2.99286E+2	9.99985E-5	1.43167E-5	1.43169E-1
-3.20289E-1	-2.81991E-1	2.99592E+2	2.99290E+2	9.99985E-5	1.42839E-5	1.42841E-1
-3.33375E-1	-2.94570E-1	2.99593E+2	2.99294E+2	9.99985E-5	1.42947E-5	1.42949E-1
-3.45831E-1	-3.07182E-1	2.99591E+2	2.99297E+2	9.99984E-5	1.42917E-5	1.42920E-1
-3.57905E-1	-3.19703E-1	2.99592E+2	2.99299E+2	9.99984E-5	1.43104E-5	1.43106E-1
-3.70879E-1	-3.32041E-1	2.99591E+2	2.99301E+2	9.99984E-5	1.43816E-5	1.43818E-1
-3.83685E-1	-3.44530E-1	2.99590E+2	2.99305E+2	9.99985E-5	1.43606E-5	1.43609E-1
-3.96158E-1	-3.56943E-1	2.99592E+2	2.99307E+2	9.99985E-5	1.43160E-5	1.43162E-1
-4.08691E-1	-3.69201E-1	2.99591E+2	2.99309E+2	9.99985E-5	1.43286E-5	1.43288E-1
-4.21665E-1	-3.79265E-1	2.99588E+2	2.99312E+2	9.99985E-5	1.43098E-5	1.43100E-1
-4.34047E-1	-3.90560E-1	2.99588E+2	2.99312E+2	9.99985E-5	1.43389E-5	1.43391E-1
-4.46573E-1	-4.04691E-1	2.99588E+2	2.99314E+2	9.99985E-5	1.43620E-5	1.43622E-1
-4.59514E-1	-4.18360E-1	2.99589E+2	2.99317E+2	9.99985E-5	1.43532E-5	1.43534E-1
-4.71829E-1	-4.31645E-1	2.99587E+2	2.99319E+2	9.99986E-5	1.43011E-5	1.43014E-1
-4.84765E-1	-4.44191E-1	2.99583E+2	2.99321E+2	9.99985E-5	1.42974E-5	1.42976E-1
-4.97713E-1	-4.56525E-1	2.99581E+2	2.99322E+2	9.99984E-5	1.42543E-5	1.42545E-1
-5.09625E-1	-4.68810E-1	2.99579E+2	2.99323E+2	9.99985E-5	1.41878E-5	1.41880E-1
-5.22465E-1	-4.80885E-1	2.99579E+2	2.99324E+2	9.99985E-5	1.43252E-5	1.43254E-1
-5.35071E-1	-4.92945E-1	2.99580E+2	2.99324E+2	9.99984E-5	1.44030E-5	1.44032E-1
-5.47954E-1	-5.05068E-1	2.99578E+2	2.99326E+2	9.99983E-5	1.43436E-5	1.43439E-1
-5.60612E-1	-5.17182E-1	2.99575E+2	2.99328E+2	9.99983E-5	1.43389E-5	1.43392E-1
-5.73191E-1	-5.29252E-1	2.99577E+2	2.99327E+2	9.99984E-5	1.43394E-5	1.43396E-1
-5.85968E-1	-5.41427E-1	2.99577E+2	2.99329E+2	9.99984E-5	1.43213E-5	1.43216E-1
-5.98684E-1	-5.53618E-1	2.99575E+2	2.99331E+2	9.99984E-5	1.43941E-5	1.43943E-1
-6.11328E-1	-5.65722E-1	2.99574E+2	2.99331E+2	9.99984E-5	1.43189E-5	1.43192E-1
-6.24076E-1	-5.77852E-1	2.99575E+2	2.99331E+2	9.99984E-5	1.42006E-5	1.42008E-1
-6.37346E-1	-5.90073E-1	2.99574E+2	2.99333E+2	9.99985E-5	1.42181E-5	1.42183E-1
-6.49189E-1	-6.02232E-1	2.99576E+2	2.99334E+2	9.99985E-5	1.42751E-5	1.42753E-1
-6.61192E-1	-6.14373E-1	2.99577E+2	2.99334E+2	9.99984E-5	1.43225E-5	1.43227E-1
-6.75076E-1	-6.26605E-1	2.99576E+2	2.99336E+2	9.99983E-5	1.43844E-5	1.43847E-1
-6.88179E-1	-6.38736E-1	2.99578E+2	2.99339E+2	9.99984E-5	1.43753E-5	1.43755E-1
-7.00553E-1	-6.50985E-1	2.99579E+2	2.99339E+2	9.99985E-5	1.43857E-5	1.43859E-1
-7.12840E-1	-6.63280E-1	2.99581E+2	2.99339E+2	9.99984E-5	1.43971E-5	1.43973E-1
-7.25645E-1	-6.75354E-1	2.99581E+2	2.99340E+2	9.99984E-5	1.44027E-5	1.44029E-1
-7.38330E-1	-6.87538E-1	2.99582E+2	2.99341E+2	9.99984E-5	1.44501E-5	1.44504E-1
-7.50578E-1	-6.99814E-1	2.99584E+2	2.99342E+2	9.99983E-5	1.44370E-5	1.44372E-1
-7.63159E-1	-7.11969E-1	2.99585E+2	2.99344E+2	9.99984E-5	1.43636E-5	1.43638E-1
-7.76101E-1	-7.24146E-1	2.99589E+2	2.99346E+2	9.99984E-5	1.43146E-5	1.43148E-1
-7.89338E-1	-7.36484E-1	2.99591E+2	2.99346E+2	9.99985E-5	1.43304E-5	1.43307E-1
-8.01791E-1	-7.48674E-1	2.99592E+2	2.99348E+2	9.99985E-5	1.44275E-5	1.44277E-1
-8.13869E-1	-7.60921E-1	2.99593E+2	2.99350E+2	9.99985E-5	1.43708E-5	1.43710E-1
-8.26553E-1	-7.73206E-1	2.99594E+2	2.99352E+2	9.99984E-5	1.43733E-5	1.43735E-1
-8.39751E-1	-7.85495E-1	2.99595E+2	2.99352E+2	9.99983E-5	1.44495E-5	1.44497E-1
-8.52310E-1	-7.97769E-1	2.99597E+2	2.99353E+2	9.99984E-5	1.43854E-5	1.43856E-1
-8.64867E-1	-8.10150E-1	2.99599E+2	2.99352E+2	9.99984E-5	1.44033E-5	1.44035E-1
-8.77628E-1	-8.22527E-1	2.99600E+2	2.99354E+2	9.99985E-5	1.43588E-5	1.43590E-1
-8.90386E-1	-8.34753E-1	2.99601E+2	2.99358E+2	9.99984E-5	1.44031E-5	1.44033E-1
-9.02332E-1	-8.47245E-1	2.99603E+2	2.99360E+2	9.99985E-5	1.45173E-5	1.45176E-1
-9.15283E-1	-8.59724E-1	2.99605E+2	2.99361E+2	9.99985E-5	1.44840E-5	1.44843E-1
-9.28098E-1	-8.72189E-1	2.99607E+2	2.99362E+2	9.99984E-5	1.44163E-5	1.44165E-1
-9.41143E-1	-8.84819E-1	2.99608E+2	2.99362E+2	9.99984E-5	1.43669E-5	1.43671E-1
-9.53693E-1	-8.97349E-1	2.99608E+2	2.99364E+2	9.99984E-5	1.44384E-5	1.44386E-1
-9.65859E-1	-9.09957E-1	2.99610E+2	2.99365E+2	9.99984E-5	1.43380E-5	1.43382E-1
-9.78541E-1	-9.22608E-1	2.99612E+2	2.99366E+2	9.99985E-5	1.44194E-5	1.44196E-1
-9.91193E-1	-9.35237E-1	2.99613E+2	2.99368E+2	9.99985E-5	1.45110E-5	1.45113E-1
-1.00408E+0	-9.47971E-1	2.99614E+2	2.99369E+2	9.99985E-5	1.43789E-5	1.43791E-1
-1.01693E+0	-9.60834E-1	2.99613E+2	2.99371E+2	9.99984E-5	1.43062E-5	1.43065E-1
