B_digital_(T)	B_analog_(T)	T_VTI_(K)	T_sample_(K)	I_s	V_nv	R_nv
7.12626E-4	-1.13257E-3	2.99507E+2	2.99303E+2	9.99985E-5	1.40521E-5	1.40523E-1
9.50000E-4	-1.13236E-3	2.99507E+2	2.99302E+2	9.99985E-5	1.40780E-5	1.40782E-1
6.26953E-4	-1.13282E-3	2.99507E+2	2.99301E+2	9.99984E-5	1.40723E-5	1.40725E-1
4.70000E-4	-1.13283E-3	2.99507E+2	2.99301E+2	9.99984E-5	1.40333E-5	1.40335E-1
1.02278E-3	-1.13259E-3	2.99507E+2	2.99300E+2	9.99984E-5	1.40323E-5	1.40325E-1
1.18081E-3	-1.13282E-3	2.99510E+2	2.99300E+2	9.99984E-5	1.41227E-5	1.41229E-1
9.50000E-4	-1.13306E-3	2.99510E+2	2.99301E+2	9.99985E-5	1.41355E-5	1.41357E-1
9.50000E-4	-1.13281E-3	2.99512E+2	2.99301E+2	9.99985E-5	1.40420E-5	1.40422E-1
6.61323E-4	-1.13259E-3	2.99516E+2	2.99300E+2	9.99984E-5	1.40605E-5	1.40607E-1
4.70000E-4	-1.13284E-3	2.99516E+2	2.99302E+2	9.99984E-5	1.40701E-5	1.40704E-1
7.18780E-4	-1.13257E-3	2.99519E+2	2.99303E+2	9.99984E-5	1.40252E-5	1.40254E-1
9.50000E-4	-1.13213E-3	2.99522E+2	2.99303E+2	9.99984E-5	1.40078E-5	1.40080E-1
9.50000E-4	-1.13237E-3	2.99523E+2	2.99302E+2	9.99984E-5	1.40300E-5	1.40302E-1
9.50000E-4	-1.13259E-3	2.99524E+2	2.99303E+2	9.99984E-5	1.40967E-5	1.40969E-1
9.50000E-4	-1.13211E-3	2.99525E+2	2.99305E+2	9.99984E-5	1.41808E-5	1.41810E-1
6.91024E-4	-1.13217E-3	2.99525E+2	2.99305E+2	9.99984E-5	1.41488E-5	1.41490E-1
2.41375E-4	-1.13211E-3	2.99526E+2	2.99305E+2	9.99985E-5	1.41161E-5	1.41163E-1
8.20083E-4	-1.13190E-3	2.99528E+2	2.99305E+2	9.99985E-5	1.41519E-5	1.41521E-1
1.14585E-3	-1.13213E-3	2.99532E+2	2.99306E+2	9.99985E-5	1.41319E-5	1.41322E-1
6.50724E-4	-1.13237E-3	2.99532E+2	2.99307E+2	9.99985E-5	1.40727E-5	1.40729E-1
4.70000E-4	-1.13284E-3	2.99530E+2	2.99309E+2	9.99984E-5	1.40839E-5	1.40842E-1
7.39381E-4	-1.13282E-3	2.99529E+2	2.99310E+2	9.99984E-5	1.40370E-5	1.40372E-1
9.50000E-4	-1.13259E-3	2.99531E+2	2.99311E+2	9.99985E-5	1.40002E-5	1.40004E-1
6.68951E-4	-1.13259E-3	2.99533E+2	2.99309E+2	9.99986E-5	1.40189E-5	1.40191E-1
7.63532E-4	-1.13235E-3	2.99532E+2	2.99310E+2	9.99985E-5	1.40098E-5	1.40100E-1
3.84010E-4	-1.13213E-3	2.99530E+2	2.99311E+2	9.99985E-5	1.40032E-5	1.40034E-1
2.92524E-4	-1.13213E-3	2.99528E+2	2.99310E+2	9.99984E-5	1.39857E-5	1.39859E-1
7.66786E-4	-1.13213E-3	2.99527E+2	2.99311E+2	9.99985E-5	1.39880E-5	1.39882E-1
